layer,metric,description,y-axis label,type,unit,aggregation,derivative
STORAGE,kvflowcontrol.send_queue.prevent.count,Counter of replication streams that were prevented from forming a send queue,Preventions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.send_queue.scheduled.deducted_bytes,Gauge of elastic send token bytes already deducted by replication streams waiting on the scheduler,Bytes,GAUGE,BYTES,AVG,NONE
STORAGE,kvflowcontrol.send_queue.scheduled.force_flush,Gauge of replication streams scheduled to force flush their send queue,Scheduled force flushes,GAUGE,COUNT,AVG,NONE
STORAGE,kvflowcontrol.streams.eval.elastic.blocked_count,Number of eval replication streams with no flow tokens available for elastic requests,Count,GAUGE,COUNT,AVG,NONE
STORAGE,kvflowcontrol.streams.eval.elastic.total_count,Total number of eval replication streams for elastic requests,Count,GAUGE,COUNT,AVG,NONE
STORAGE,kvflowcontrol.streams.eval.regular.blocked_count,Number of eval replication streams with no flow tokens available for regular requests,Count,GAUGE,COUNT,AVG,NONE
STORAGE,kvflowcontrol.streams.eval.regular.total_count,Total number of eval replication streams for regular requests,Count,GAUGE,COUNT,AVG,NONE
STORAGE,kvflowcontrol.streams.send.elastic.blocked_count,Number of send replication streams with no flow tokens available for elastic requests,Count,GAUGE,COUNT,AVG,NONE
STORAGE,kvflowcontrol.streams.send.elastic.total_count,Total number of send replication streams for elastic requests,Count,GAUGE,COUNT,AVG,NONE
STORAGE,kvflowcontrol.streams.send.regular.blocked_count,Number of send replication streams with no flow tokens available for regular requests,Count,GAUGE,COUNT,AVG,NONE
STORAGE,kvflowcontrol.streams.send.regular.total_count,Total number of send replication streams for regular requests,Count,GAUGE,COUNT,AVG,NONE
STORAGE,kvflowcontrol.tokens.eval.elastic.available,"Flow eval tokens available for elastic requests, across all replication streams",Bytes,GAUGE,BYTES,AVG,NONE
STORAGE,kvflowcontrol.tokens.eval.elastic.deducted,"Flow eval tokens deducted by elastic requests, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.eval.elastic.returned,"Flow eval tokens returned by elastic requests, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.eval.elastic.returned.disconnect,"Flow eval tokens returned early by elastic due disconnects, across all replication stream, this is a subset of returned tokens",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.eval.elastic.unaccounted,"Flow eval tokens returned by elastic requests that were unaccounted for, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.eval.regular.available,"Flow eval tokens available for regular requests, across all replication streams",Bytes,GAUGE,BYTES,AVG,NONE
STORAGE,kvflowcontrol.tokens.eval.regular.deducted,"Flow eval tokens deducted by regular requests, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.eval.regular.returned,"Flow eval tokens returned by regular requests, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.eval.regular.returned.disconnect,"Flow eval tokens returned early by regular due disconnects, across all replication stream, this is a subset of returned tokens",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.eval.regular.unaccounted,"Flow eval tokens returned by regular requests that were unaccounted for, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.elastic.available,"Flow send tokens available for elastic requests, across all replication streams",Bytes,GAUGE,BYTES,AVG,NONE
STORAGE,kvflowcontrol.tokens.send.elastic.deducted,"Flow send tokens deducted by elastic requests, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.elastic.deducted.force_flush_send_queue,"Flow send tokens deducted by elastic requests, across all replication streams due to force flushing the stream's send queue",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.elastic.deducted.prevent_send_queue,"Flow send tokens deducted by elastic requests, across all replication streams to prevent forming a send queue",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.elastic.returned,"Flow send tokens returned by elastic requests, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.elastic.returned.disconnect,"Flow send tokens returned early by elastic due disconnects, across all replication stream, this is a subset of returned tokens",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.elastic.unaccounted,"Flow send tokens returned by elastic requests that were unaccounted for, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.regular.available,"Flow send tokens available for regular requests, across all replication streams",Bytes,GAUGE,BYTES,AVG,NONE
STORAGE,kvflowcontrol.tokens.send.regular.deducted,"Flow send tokens deducted by regular requests, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.regular.deducted.prevent_send_queue,"Flow send tokens deducted by regular requests, across all replication streams to prevent forming a send queue",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.regular.returned,"Flow send tokens returned by regular requests, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.regular.returned.disconnect,"Flow send tokens returned early by regular due disconnects, across all replication stream, this is a subset of returned tokens",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,kvflowcontrol.tokens.send.regular.unaccounted,"Flow send tokens returned by regular requests that were unaccounted for, across all replication streams",Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,leases.epoch,Number of replica leaseholders using epoch-based leases,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,leases.error,Number of failed lease requests,Lease Requests,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,leases.expiration,Number of replica leaseholders using expiration-based leases,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,leases.leader,Number of replica leaseholders using leader leases,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,leases.liveness,Number of replica leaseholders for the liveness range(s),Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,leases.preferences.less-preferred,Number of replica leaseholders which satisfy a lease preference which is not the most preferred,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,leases.preferences.violating,Number of replica leaseholders which violate lease preferences,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,leases.requests.latency,"Lease request latency (all types and outcomes, coalesced)",Latency,HISTOGRAM,NANOSECONDS,AVG,NONE
STORAGE,leases.success,Number of successful lease requests,Lease Requests,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,leases.transfers.error,Number of failed lease transfers,Lease Transfers,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,leases.transfers.success,Number of successful lease transfers,Lease Transfers,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,livebytes,Number of bytes of live data (keys plus values),Storage,GAUGE,BYTES,AVG,NONE
STORAGE,livecount,Count of live keys,Keys,GAUGE,COUNT,AVG,NONE
STORAGE,liveness.epochincrements,Number of times this node has incremented its liveness epoch,Epochs,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,liveness.heartbeatfailures,Number of failed node liveness heartbeats from this node,Messages,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,liveness.heartbeatlatency,Node liveness heartbeat latency,Latency,HISTOGRAM,NANOSECONDS,AVG,NONE
STORAGE,liveness.heartbeatsinflight,Number of in-flight liveness heartbeats from this node,Requests,GAUGE,COUNT,AVG,NONE
STORAGE,liveness.heartbeatsuccesses,Number of successful node liveness heartbeats from this node,Messages,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,liveness.livenodes,Number of live nodes in the cluster (will be 0 if this node is not itself live),Nodes,GAUGE,COUNT,AVG,NONE
STORAGE,lockbytes,"Number of bytes taken up by replicated lock key-values (shared and exclusive strength, not intent strength)",Storage,GAUGE,BYTES,AVG,NONE
STORAGE,lockcount,"Count of replicated locks (shared, exclusive, and intent strength)",Locks,GAUGE,COUNT,AVG,NONE
STORAGE,node-id,node ID with labels for advertised RPC and HTTP addresses,Node ID,GAUGE,CONST,AVG,NONE
STORAGE,queue.consistency.pending,Number of pending replicas in the consistency checker queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.consistency.process.failure,Number of replicas which failed processing in the consistency checker queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.consistency.process.success,Number of replicas successfully processed by the consistency checker queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.consistency.processingnanos,Nanoseconds spent processing replicas in the consistency checker queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.abortspanconsidered,Number of AbortSpan entries old enough to be considered for removal,Txn Entries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.abortspangcnum,Number of AbortSpan entries fit for removal,Txn Entries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.abortspanscanned,Number of transactions present in the AbortSpan scanned from the engine,Txn Entries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.clearrangefailed,Number of failed ClearRange operations during GC,Requests,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.clearrangesuccess,Number of successful ClearRange operations during GC,Requests,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.enqueuehighpriority,Number of replicas enqueued for GC with high priority,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.intentsconsidered,Number of 'old' intents,Intents,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.intenttxns,Number of associated distinct transactions,Txns,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.numkeysaffected,Number of keys with GC'able data,Keys,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.numrangekeysaffected,Number of range keys GC'able,Range Keys,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.pushtxn,Number of attempted pushes,Pushes,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.resolvefailed,Number of cleanup intent failures during GC,Intent Resolutions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.resolvesuccess,Number of successful intent resolutions,Intent Resolutions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.resolvetotal,Number of attempted intent resolutions,Intent Resolutions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.transactionresolvefailed,Number of intent cleanup failures for local transactions during GC,Intent Resolutions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.transactionspangcaborted,Number of GC'able entries corresponding to aborted txns,Txn Entries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.transactionspangccommitted,Number of GC'able entries corresponding to committed txns,Txn Entries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.transactionspangcpending,Number of GC'able entries corresponding to pending txns,Txn Entries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.transactionspangcprepared,Number of GC'able entries corresponding to prepared txns,Txn Entries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.transactionspangcstaging,Number of GC'able entries corresponding to staging txns,Txn Entries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.info.transactionspanscanned,Number of entries in transaction spans scanned from the engine,Txn Entries,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.pending,Number of pending replicas in the MVCC GC queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.gc.process.failure,Number of replicas which failed processing in the MVCC GC queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.process.success,Number of replicas successfully processed by the MVCC GC queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.gc.processingnanos,Nanoseconds spent processing replicas in the MVCC GC queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.lease.pending,Number of pending replicas in the replica lease queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.lease.process.failure,Number of replicas which failed processing in the replica lease queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.lease.process.success,Number of replicas successfully processed by the replica lease queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.lease.processingnanos,Nanoseconds spent processing replicas in the replica lease queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.lease.purgatory,"Number of replicas in the lease queue's purgatory, awaiting lease transfer operations",Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.merge.pending,Number of pending replicas in the merge queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.merge.process.failure,Number of replicas which failed processing in the merge queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.merge.process.success,Number of replicas successfully processed by the merge queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.merge.processingnanos,Nanoseconds spent processing replicas in the merge queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.merge.purgatory,"Number of replicas in the merge queue's purgatory, waiting to become mergeable",Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.raftlog.pending,Number of pending replicas in the Raft log queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.raftlog.process.failure,Number of replicas which failed processing in the Raft log queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.raftlog.process.success,Number of replicas successfully processed by the Raft log queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.raftlog.processingnanos,Nanoseconds spent processing replicas in the Raft log queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.raftsnapshot.pending,Number of pending replicas in the Raft repair queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.raftsnapshot.process.failure,Number of replicas which failed processing in the Raft repair queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.raftsnapshot.process.success,Number of replicas successfully processed by the Raft repair queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.raftsnapshot.processingnanos,Nanoseconds spent processing replicas in the Raft repair queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicagc.pending,Number of pending replicas in the replica GC queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.replicagc.process.failure,Number of replicas which failed processing in the replica GC queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicagc.process.success,Number of replicas successfully processed by the replica GC queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicagc.processingnanos,Nanoseconds spent processing replicas in the replica GC queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicagc.removereplica,Number of replica removals attempted by the replica GC queue,Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.addnonvoterreplica,Number of non-voter replica additions attempted by the replicate queue,Replica Additions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.addreplica,Number of replica additions attempted by the replicate queue,Replica Additions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.addreplica.error,Number of failed replica additions processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.addreplica.success,Number of successful replica additions processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.addvoterreplica,Number of voter replica additions attempted by the replicate queue,Replica Additions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.nonvoterpromotions,Number of non-voters promoted to voters by the replicate queue,Promotions of Non Voters to Voters,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.pending,Number of pending replicas in the replicate queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.replicate.process.failure,Number of replicas which failed processing in the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.process.success,Number of replicas successfully processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.processingnanos,Nanoseconds spent processing replicas in the replicate queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.purgatory,"Number of replicas in the replicate queue's purgatory, awaiting allocation options",Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.replicate.rebalancenonvoterreplica,Number of non-voter replica rebalancer-initiated additions attempted by the replicate queue,Replica Additions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.rebalancereplica,Number of replica rebalancer-initiated additions attempted by the replicate queue,Replica Additions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.rebalancevoterreplica,Number of voter replica rebalancer-initiated additions attempted by the replicate queue,Replica Additions,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedeadnonvoterreplica,Number of dead non-voter replica removals attempted by the replicate queue (typically in response to a node outage),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedeadreplica,Number of dead replica removals attempted by the replicate queue (typically in response to a node outage),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedeadreplica.error,Number of failed dead replica removals processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedeadreplica.success,Number of successful dead replica removals processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedeadvoterreplica,Number of dead voter replica removals attempted by the replicate queue (typically in response to a node outage),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedecommissioningnonvoterreplica,Number of decommissioning non-voter replica removals attempted by the replicate queue (typically in response to a node outage),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedecommissioningreplica,Number of decommissioning replica removals attempted by the replicate queue (typically in response to a node outage),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedecommissioningreplica.error,Number of failed decommissioning replica removals processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedecommissioningreplica.success,Number of successful decommissioning replica removals processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removedecommissioningvoterreplica,Number of decommissioning voter replica removals attempted by the replicate queue (typically in response to a node outage),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removelearnerreplica,Number of learner replica removals attempted by the replicate queue (typically due to internal race conditions),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removenonvoterreplica,Number of non-voter replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removereplica,Number of replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removereplica.error,Number of failed replica removals processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removereplica.success,Number of successful replica removals processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.removevoterreplica,Number of voter replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition),Replica Removals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.replacedeadreplica.error,Number of failed dead replica replacements processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.replacedeadreplica.success,Number of successful dead replica replacements processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.replacedecommissioningreplica.error,Number of failed decommissioning replica replacements processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.replacedecommissioningreplica.success,Number of successful decommissioning replica replacements processed by the replicate queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.transferlease,Number of range lease transfers attempted by the replicate queue,Lease Transfers,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.replicate.voterdemotions,Number of voters demoted to non-voters by the replicate queue,Demotions of Voters to Non Voters,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.split.load_based,Number of range splits due to a range being greater than the configured max range load,Range Splits,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.split.pending,Number of pending replicas in the split queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.split.process.failure,Number of replicas which failed processing in the split queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.split.process.success,Number of replicas successfully processed by the split queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.split.processingnanos,Nanoseconds spent processing replicas in the split queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.split.purgatory,"Number of replicas in the split queue's purgatory, waiting to become splittable",Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.split.size_based,Number of range splits due to a range being greater than the configured max range size,Range Splits,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.split.span_config_based,Number of range splits due to span configuration,Range Splits,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.tsmaintenance.pending,Number of pending replicas in the time series maintenance queue,Replicas,GAUGE,COUNT,AVG,NONE
STORAGE,queue.tsmaintenance.process.failure,Number of replicas which failed processing in the time series maintenance queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.tsmaintenance.process.success,Number of replicas successfully processed by the time series maintenance queue,Replicas,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,queue.tsmaintenance.processingnanos,Nanoseconds spent processing replicas in the time series maintenance queue,Processing Time,COUNTER,NANOSECONDS,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.commands.pending,"Number of Raft commands proposed and pending.

The number of Raft commands that the leaseholders are tracking as in-flight.
These commands will be periodically reproposed until they are applied or until
they fail, either unequivocally or ambiguously.",Commands,GAUGE,COUNT,AVG,NONE
STORAGE,raft.commands.proposed,"Number of Raft commands proposed.

The number of proposals and all kinds of reproposals made by leaseholders. This
metric approximates the number of commands submitted through Raft.",Commands,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.commands.reproposed.new-lai,"Number of Raft commands re-proposed with a newer LAI.

The number of Raft commands that leaseholders re-proposed with a modified LAI.
Such re-proposals happen for commands that are committed to Raft out of intended
order, and hence can not be applied as is.",Commands,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.commands.reproposed.unchanged,"Number of Raft commands re-proposed without modification.

The number of Raft commands that leaseholders re-proposed without modification.
Such re-proposals happen for commands that are not committed/applied within a
timeout, and have a high chance of being dropped.",Commands,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.commandsapplied,"Number of Raft commands applied.

This measurement is taken on the Raft apply loops of all Replicas (leaders and
followers alike), meaning that it does not measure the number of Raft commands
*proposed* (in the hypothetical extreme case, all Replicas may apply all commands
through snapshots, thus not increasing this metric at all).
Instead, it is a proxy for how much work is being done advancing the Replica
state machines on this node.",Commands,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.dropped,"Number of Raft proposals dropped (this counts individial raftpb.Entry, not raftpb.MsgProp)",Proposals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.dropped_leader,"Number of Raft proposals dropped by a Replica that believes itself to be the leader; each update also increments `raft.dropped` (this counts individial raftpb.Entry, not raftpb.MsgProp)",Proposals,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.entrycache.accesses,Number of cache lookups in the Raft entry cache,Accesses,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.entrycache.bytes,Aggregate size of all Raft entries in the Raft entry cache,Entry Bytes,GAUGE,BYTES,AVG,NONE
STORAGE,raft.entrycache.hits,Number of successful cache lookups in the Raft entry cache,Hits,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.entrycache.read_bytes,Counter of bytes in entries returned from the Raft entry cache,Bytes,COUNTER,BYTES,AVG,NON_NEGATIVE_DERIVATIVE
STORAGE,raft.entrycache.size,Number of Raft entries in the Raft entry cache,Entry Count,GAUGE,COUNT,AVG,NONE
STORAGE,raft.flows.entered.state_probe,The number of leader->peer flows transitioned to StateProbe,Flows,COUNTER,COUNT,AVG,NON_NEGATIVE_DERIVATIVE
