priority,asset_type,source_version,target_version,version_gap,source_file,reference_type,url,link_text,context,tag_name
MEDIUM,image,v25.4,v24.2,1.2,v25.4/demo-low-latency-multi-region-deployment.html,src,/docs/images/v24.2/geo-partitioning-network-latency.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/demo-low-latency-multi-region-deployment.html,src,/docs/images/v24.2/geo-partitioning-sql-latency-before.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/demo-low-latency-multi-region-deployment.html,src,/docs/images/v24.2/geo-partitioning-network-latency.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/demo-low-latency-multi-region-deployment.html,src,/docs/images/v24.2/geo-partitioning-sql-latency-after-1.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-network-latency-page.html,src,/docs/images/v24.2/ui_network_latency_matrix.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-network-latency-page.html,src,/docs/images/v24.2/ui_network_latency_collapsed_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-network-latency-page.html,src,/docs/images/v24.2/ui_network_latency_matrix_suspect_node.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster-in-docker-mac.html,src,/docs/images/v24.2/ui_cluster_overview_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster-in-docker-mac.html,src,/docs/images/v24.2/ui_overview_dashboard_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-schedules-page.html,src,/docs/images/v24.2/schedules-page.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-schedules-page.html,src,/docs/images/v24.2/schedule-id-screen.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_equals.html,src,/docs/images/v24.2/geospatial/st_equals_true.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_equals.html,src,/docs/images/v24.2/geospatial/st_equals_false.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/statement-fingerprint.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/statement-details.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/statement-execution.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/statement-execution-details.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/active-executions-view-refresh.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/movr-statements-rides.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui_statement_fingerprint_overview.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui_statement_fingerprint_insights.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui_statement_fingerprint_charts.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui_plan_table.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui_statement_plan.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/plan_with_insight.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui_statement_plan_2.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui_activate_diagnostics.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui_statement_diagnostics.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui-download-button.png,,"READY: indicates that the diagnostics have been collected. To download the diagnostics bundle, click  Bundle (.zip).",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/ui-download-button.png,,Click  Bundle (.zip) to download any diagnostics bundle.,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-statements-page.html,src,/docs/images/v24.2/waiting-statement.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-follow-the-workload.html,src,/docs/images/v24.2/topology-patterns/topology_multi-region_hardware.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-follow-the-workload.html,src,/docs/images/v24.2/topology-patterns/topology_follower_reads1.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-follow-the-workload.html,src,/docs/images/v24.2/topology-patterns/topology_follow_the_workload_reads.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-follow-the-workload.html,src,/docs/images/v24.2/topology-patterns/topology_follow_the_workload_writes.gif,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-follow-the-workload.html,src,/docs/images/v24.2/topology-patterns/topology_follower_reads_resiliency.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/geoserver.html,src,/docs/images/v24.2/geospatial/geoserver-us-atlas-00.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-sessions-page.html,src,/docs/images/v24.2/ui-sessions-page.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-sessions-page.html,src,/docs/images/v24.2/ui-session-filter.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-sessions-page.html,src,/docs/images/v24.2/ui-sessions-details-page.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster.html,src,/docs/images/v24.2/ui_cluster_overview_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster.html,src,/docs/images/v24.2/ui_overview_dashboard_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster.html,src,/docs/images/v24.2/ui_overview_dashboard_1_suspect.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster.html,src,/docs/images/v24.2/ui_cluster_overview_5_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/demo-automatic-cloud-migration.html,src,/docs/images/v24.2/ui_replicas_migration.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/demo-automatic-cloud-migration.html,src,/docs/images/v24.2/ui_replicas_migration2.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/demo-automatic-cloud-migration.html,src,/docs/images/v24.2/ui_replicas_migration3.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-jobs-page.html,src,/docs/images/v24.2/ui-jobs-page.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-jobs-page.html,src,/docs/images/v24.2/ui_jobs_page_details.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/physical-cluster-replication-technical-overview.html,src,/docs/images/v24.2/physical-rep-to.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/performance-recipes.html,src,/docs/images/v24.2/ui-statement-contention.png,,The SQL Statement Contention graph (CockroachDB Cloud Console and DB Console) is showing spikes over time.,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/performance-recipes.html,src,/docs/images/v24.2/waiting-transaction.png,"Last Retry Reason shows the last transaction retry error received for the transaction, if applicable","In the Active Executions table on the Transactions page (CockroachDB Cloud Console or DB Console), look for a waiting transaction (Waiting status). Tip: If you see many waiting transactions, a single ",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/performance-recipes.html,src,/docs/images/v24.2/ui-sessions-details-page.png,,Click its Session ID to open the Session Details page.,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/performance-recipes.html,src,/docs/images/v24.2/ui_databases_live_data.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-distributed-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/window-functions.html,src,/docs/images/v24.2/window-functions.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-hardware-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/performance.html,src,/docs/images/v24.2/tpcc140k.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/performance.html,src,/docs/images/v24.2/linearscale.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cluster-overview-page.html,src,/docs/images/v24.2/ui-cluster-overview-panel.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cluster-overview-page.html,src,/docs/images/v24.2/ui-node-map.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cluster-overview-page.html,src,/docs/images/v24.2/ui-region-component.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cluster-overview-page.html,src,/docs/images/v24.2/ui-node-components.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster-in-docker-windows.html,src,/docs/images/v24.2/ui_cluster_overview_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster-in-docker-windows.html,src,/docs/images/v24.2/ui_overview_dashboard_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster-in-docker-windows.html,src,/docs/images/v24.2/ui_cluster_overview_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/start-a-local-cluster-in-docker-windows.html,src,/docs/images/v24.2/ui_overview_dashboard_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_overlaps.html,src,/docs/images/v24.2/geospatial/st_overlaps_true.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_overlaps.html,src,/docs/images/v24.2/geospatial/st_overlaps_false.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_coveredby.html,src,/docs/images/v24.2/geospatial/st_coveredby_true.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_coveredby.html,src,/docs/images/v24.2/geospatial/st_coveredby_false.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-overview-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_covers.html,src,/docs/images/v24.2/geospatial/st_covers_true.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_covers.html,src,/docs/images/v24.2/geospatial/st_covers_false.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_union.html,src,/docs/images/v24.2/geospatial/st_union.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/cockroach-demo.html,src,/docs/images/v24.2/terminal-configuration.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/cockroach-demo.html,src,/docs/images/v24.2/iterm2-configuration.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/map-sql-activity-to-app.html,src,/docs/images/v24.2/movr-app.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-sql-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-create-endpoint.png,,"In the top-right portion of the window, select Create endpoint.",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-endpoint-configuration.png,,"Supply a User name, Password, and Database name from your CockroachDB cluster. Note: To connect to a CockroachDB Standard or Basic cluster, set the Database name to {host}.{database}. For details on h",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-test-endpoint.png,,"To create the endpoint, select Create endpoint.",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-create-db-migration-task.png,,"In the top-right portion of the window, select Create task.",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-task-configuration.png,,"Select the appropriate Migration type based on your needs. Warning: If you choose Migrate existing data and replicate ongoing changes or Replicate data changes only, you must first disable revision hi",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-task-settings.png,,"To preserve the schema you manually created, select Truncate or Do nothing for the Target table preparation mode.",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-cloudwatch-logs.png,,"For the Target Load, select Detailed debug.",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-table-mappings.png,,"Supply the appropriate Source name (schema name), Table name, and Action.",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-reload-table-data.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-batchapplyenabled.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/aws-dms.html,src,/docs/images/v24.2/aws-dms-endpoint-settings.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/demo-serializable.html,src,/docs/images/v24.2/serializable_schema.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/monitor-cockroachdb-kubernetes.html,src,/docs/images/v24.2/kubernetes-prometheus-targets.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/monitor-cockroachdb-kubernetes.html,src,/docs/images/v24.2/kubernetes-prometheus-graph.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/monitor-cockroachdb-kubernetes.html,src,/docs/images/v24.2/kubernetes-alertmanager-home.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/monitor-cockroachdb-kubernetes.html,src,/docs/images/v24.2/kubernetes-prometheus-alertmanagers.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/monitor-cockroachdb-kubernetes.html,src,/docs/images/v24.2/kubernetes-prometheus-alertrules.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/monitor-cockroachdb-kubernetes.html,src,/docs/images/v24.2/kubernetes-prometheus-alerts.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-overload-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/dbeaver.html,src,/docs/images/v24.2/dbeaver-01-select-cockroachdb.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/dbeaver.html,src,/docs/images/v24.2/dbeaver-02-cockroachdb-connection-settings.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/dbeaver.html,src,/docs/images/v24.2/dbeaver-03-ssl-tab.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/dbeaver.html,src,/docs/images/v24.2/dbeaver-06-download-driver.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/dbeaver.html,src,/docs/images/v24.2/dbeaver-04-connection-success-dialog.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/dbeaver.html,src,/docs/images/v24.2/dbeaver-05-movr.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/query-behavior-troubleshooting.html,src,/docs/images/v24.2/jaeger-trace-json.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/query-behavior-troubleshooting.html,src,/docs/images/v24.2/jaeger-trace-spans.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/query-behavior-troubleshooting.html,src,/docs/images/v24.2/jaeger-trace-log-messages.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/query-behavior-troubleshooting.html,src,/docs/images/v24.2/jaeger-trace-transaction-contention.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/query-behavior-troubleshooting.html,src,/docs/images/v24.2/jaeger-cockroachdb.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-ttl-dashboard.html,src,/docs/images/v24.2/ttl-processing-rate.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-ttl-dashboard.html,src,/docs/images/v24.2/ttl-estimated-rows.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-ttl-dashboard.html,src,/docs/images/v24.2/ttl-job-latency.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-ttl-dashboard.html,src,/docs/images/v24.2/ttl-ranges-in-progress.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-ttl-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/dbmarlin.html,src,/docs/images/v24.2/dbmarlin-crdb-dashboard.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-key-visualizer.html,src,/docs/images/v24.2/key-visualizer-hot-range.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-key-visualizer.html,src,/docs/images/v24.2/key-visualizer-range-split.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-key-visualizer.html,src,/docs/images/v24.2/key-visualizer-table-scan.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_disjoint.html,src,/docs/images/v24.2/geospatial/st_disjoint_true.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_disjoint.html,src,/docs/images/v24.2/geospatial/st_disjoint_false.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/disaster-recovery-overview.html,src,/docs/images/v24.2/rpo-rto.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/backup-architecture.html,src,/docs/images/v24.2/backup-overview.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/backup-architecture.html,src,/docs/images/v24.2/backup-processing.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/backup-architecture.html,src,/docs/images/v24.2/locality-aware-backups.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_contains.html,src,/docs/images/v24.2/geospatial/st_contains_true.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_contains.html,src,/docs/images/v24.2/geospatial/st_contains_false.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-changefeed-status.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-commit-latency.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-emitted-bytes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-sink-counts.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-max-checkpoint-latency.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-changefeed-restarts.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-oldest-protected-timestamp.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-backfill-pending-ranges.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-schema-registry-registrations.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-ranges-in-catchup-mode.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui-rangefeed-catchup-scans-duration.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-cdc-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/take-locality-restricted-backups.html,src,/docs/images/v24.2/network-restriction.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/take-locality-restricted-backups.html,src,/docs/images/v24.2/background-work.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/cockroach-sql-binary.html,src,/docs/images/v24.2/terminal-configuration.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/cockroach-sql-binary.html,src,/docs/images/v24.2/iterm2-configuration.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/enable-node-map.html,src,/docs/images/v24.2/ui-node-map-navigation3.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/enable-node-map.html,src,/docs/images/v24.2/node-map.png,and select Node Map.,"If the node list displays, click the selector  and select Node Map.",img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/enable-node-map.html,src,/docs/images/v24.2/ui-node-map-before-license.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/enable-node-map.html,src,/docs/images/v24.2/ui-node-map-after-license.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/enable-node-map.html,src,/docs/images/v24.2/ui-node-map-complete.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/enable-node-map.html,src,/docs/images/v24.2/ui-node-map-navigation1.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/enable-node-map.html,src,/docs/images/v24.2/ui-node-map-navigation2.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/enable-node-map.html,src,/docs/images/v24.2/ui-localities-debug.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/explain.html,src,/docs/images/v24.2/explain-distsql-plan.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/explain.html,src,/docs/images/v24.2/explain-distsql-types-plan.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/performance-benchmarking-with-tpcc-large.html,src,/docs/images/v24.2/tpcc-large-replication-dashboard.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/deploy-cockroachdb-on-aws.html,src,/docs/images/v24.2/aws-architecture.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/global-tables.html,src,/docs/images/v24.2/topology-patterns/topology_multi-region_hardware.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_convexhull.html,src,/docs/images/v24.2/geospatial/st_convexhull.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-storage-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/how-does-a-changefeed-work.html,src,/docs/images/v24.2/changefeed-structure.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_intersects.html,src,/docs/images/v24.2/geospatial/st_intersects_true.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/st_intersects.html,src,/docs/images/v24.2/geospatial/st_intersects_false.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-slow-requests-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/secure-a-cluster.html,src,/docs/images/v24.2/ui_cluster_overview_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/secure-a-cluster.html,src,/docs/images/v24.2/ui_overview_dashboard_3_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/secure-a-cluster.html,src,/docs/images/v24.2/ui_overview_dashboard_1_suspect.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/secure-a-cluster.html,src,/docs/images/v24.2/ui_cluster_overview_5_nodes.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-networking-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-custom-chart-debug-page.html,src,/docs/images/v24.2/ui-custom-chart-debug-00.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-custom-chart-debug-page.html,src,/docs/images/v24.2/ui-custom-chart-debug-01.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-transactions-page.html,src,/docs/images/v24.2/transaction-fingerprint.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-transactions-page.html,src,/docs/images/v24.2/transaction-details.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-transactions-page.html,src,/docs/images/v24.2/transaction-execution.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-transactions-page.html,src,/docs/images/v24.2/transaction-execution-details.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-transactions-page.html,src,/docs/images/v24.2/active-executions-view-refresh.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-transactions-page.html,src,/docs/images/v24.2/movr-transactions-rides.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-transactions-page.html,src,/docs/images/v24.2/waiting-transaction.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/ui-logical-data-replication-dashboard.html,src,/docs/images/v24.2/ui_events.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/geojson.html,src,/docs/images/v24.2/geospatial/geojson_example.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-basic-production.html,src,/docs/images/v24.2/topology-patterns/topology_basic_production1.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-basic-production.html,src,/docs/images/v24.2/topology-patterns/topology_basic_production_reads.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-basic-production.html,src,/docs/images/v24.2/topology-patterns/topology_basic_production_writes.gif,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-basic-production.html,src,/docs/images/v24.2/topology-patterns/topology_basic_production_resiliency1.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/topology-basic-production.html,src,/docs/images/v24.2/topology-patterns/topology_basic_production_resiliency2.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/spatial-indexes.html,src,/docs/images/v24.2/geospatial/quadtree.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/spatial-indexes.html,src,/docs/images/v24.2/geospatial/s2-cubed-sphere-2d.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/spatial-indexes.html,src,/docs/images/v24.2/geospatial/s2-cubed-sphere-3d.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/spatial-indexes.html,src,/docs/images/v24.2/geospatial/s2-coverings.gif,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/spatial-indexes.html,src,/docs/images/v24.2/geospatial/s2-coverings-tiled.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/spatial-indexes.html,src,/docs/images/v24.2/geospatial/s2-linestring-example-covering.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/cockroach-sql.html,src,/docs/images/v24.2/terminal-configuration.png,,,img
MEDIUM,image,v25.4,v24.2,1.2,v25.4/cockroach-sql.html,src,/docs/images/v24.2/iterm2-configuration.png,,,img
